,tweets,user_name,location,geo,ftokens,lemma
2232, AND you get a free dollop of COVID19,DeeLumenHour,"Los Angeles, CA",,"['get', 'free', 'dollop', 'covid19']","['get', 'free', 'dollop', 'covid19']"
2233,I make tik toks of me cooking hello fresh meals now That’s what I’ve become in the Covid era Check it out ,ryan_oconnor21,Throne of the HFFL,,"['make', 'tik', 'toks', 'cooking', 'hello', 'fresh', 'meals', '’', '’', 'become', 'covid', 'era', 'check']","['make', 'tik', 'toks', 'cook', 'hello', 'fresh', 'meal', '’', '’', 'become', 'covid', 'era', 'check']"
2234,Goehmert tests positive for COVID COVID is ashamed to be seen with him,debihope,Under cover of darkness,,"['goehmert', 'tests', 'positive', 'covid', 'covid', 'ashamed', 'seen']","['goehmert', 'test', 'positive', 'covid', 'covid', 'ashamed', 'see']"
2235,“4288 Confirmed Cases of COVID19  4288 Casos confirmados de COVID19” from Monterey County Office of Emergenc… ,alllocalpolitic,Salad Bowl / Silicon Alley,,"['“', '4288', 'confirmed', 'cases', 'covid19', '4288', 'casos', 'confirmados', 'de', 'covid19', '”', 'monterey', 'county', 'office', 'emergenc…']","['“', '4288', 'confirmed', 'case', 'covid19', '4288', 'casos', 'confirmados', 'de', 'covid19', '”', 'monterey', 'county', 'office', 'emergenc…']"
2236,  Oh How come Psg and Pcoo and congress staff got covid hindi sila nalecture ng Presiden… ,itsmerose2110,"Bula, Bicol Region",,"['oh', 'come', 'psg', 'pcoo', 'congress', 'staff', 'got', 'covid', 'hindi', 'sila', 'nalecture', 'ng', 'presiden…']","['oh', 'come', 'psg', 'pcoo', 'congress', 'staff', 'get', 'covid', 'hindi', 'sila', 'nalecture', 'ng', 'presiden…']"
2237,  Thank you ,Amusedandhappy,,,['thank'],['thank']
2238, Except by COVID,NotoriousJTB,"Hardscrabble, #Chiraq.",,"['except', 'covid']","['except', 'covid']"
2239,Just a small town boyLivin in a COVID WORLD,killa_kam45_,HU,,"['small', 'town', 'boylivin', 'covid', 'world']","['small', 'town', 'boylivin', 'covid', 'world']"
2240, Im convinced hes being given some med not hydroxy that guards against COVID Theres no way he… ,sweet2spicey12,Empire State - Liberty Island🗽,,"['im', 'convinced', 'hes', 'given', 'med', 'hydroxy', 'guards', 'covid', 'theres', 'way', 'he…']","['im', 'convince', 'he', 'give', 'med', 'hydroxy', 'guard', 'covid', 'there', 'way', 'he…']"
2241,  Heres to hoping Covid spreads through the TrumpVirus in that room,r0byn_mh,"New Jersey, USA",,"['heres', 'hoping', 'covid', 'spreads', 'trumpvirus', 'room']","['here', 'hop', 'covid', 'spread', 'trumpvirus', 'room']"
2242, But it distracts from the fact half of the Marlins have COVID so thats a plus,thestartingbloc,Mypos,,"['distracts', 'fact', 'half', 'marlins', 'covid', 'thats', 'plus']","['distracts', 'fact', 'half', 'marlins', 'covid', 'thats', 'plus']"
2243,It’s “particularly high among homes occupied by minority and poor individuals and among apartments a pattern that… ,JenniferFreytag,"Houston, Texas",,"['’', '“', 'particularly', 'high', 'among', 'homes', 'occupied', 'minority', 'poor', 'individuals', 'among', 'apartments', 'pattern', 'that…']","['’', '“', 'particularly', 'high', 'among', 'home', 'occupy', 'minority', 'poor', 'individual', 'among', 'apartment', 'pattern', 'that…']"
2244,Rpist feel entitled to women They couldnt care less about covid ,Godlesswh_re,Arizona ,,"['rpist', 'feel', 'entitled', 'women', 'couldnt', 'care', 'less', 'covid']","['rpist', 'feel', 'entitle', 'woman', 'couldnt', 'care', 'less', 'covid']"
2245, Ffs man they aren’t an “example” they fucked up allowed teachers from out of state to show up didn’t require… ,mczart1,Trumps Bunker,,"['ffs', 'man', '’', '“', 'example', '”', 'fucked', 'allowed', 'teachers', 'state', 'show', '’', 'require…']","['ffs', 'man', '’', '“', 'example', '”', 'fuck', 'allow', 'teacher', 'state', 'show', '’', 'require…']"
2246,The COVID spread in the Marlins club doesn’t make sense Were they all just drinking from the same water bottle T… ,FullerAgg,,,"['covid', 'spread', 'marlins', 'club', '’', 'make', 'sense', 'drinking', 'water', 'bottle', 't…']","['covid', 'spread', 'marlin', 'club', '’', 'make', 'sense', 'drinking', 'water', 'bottle', 't…']"
2247,Texas Republican Rep Gohmert Tests Positive For Coronavirus After Rebuffing Masks LouieFlewOnAF1 ,buddy_dek,"New York, N.Y.",,"['texas', 'republican', 'rep', 'gohmert', 'tests', 'positive', 'coronavirus', 'rebuffing', 'masks', 'louieflewonaf1']","['texas', 'republican', 'rep', 'gohmert', 'test', 'positive', 'coronavirus', 'rebuff', 'mask', 'louieflewonaf1']"
2248,World BankIMF Exposed COVID Aid Conditional On Imposing Extreme Lockdowns Curfews  Zero Hedge ,Pathfin75533532,,,"['world', 'bankimf', 'exposed', 'covid', 'aid', 'conditional', 'imposing', 'extreme', 'lockdowns', 'curfews', 'zero', 'hedge']","['world', 'bankimf', 'expose', 'covid', 'aid', 'conditional', 'imposing', 'extreme', 'lockdowns', 'curfew', 'zero', 'hedge']"
2249,I’m a big believer in “work fills the time allotted” The problem under Covid is that everyone has tons of time Do the math,mikegatto,"Los Angeles, CA",,"['’', 'big', 'believer', '“', 'work', 'fills', 'time', 'allotted', '”', 'problem', 'covid', 'everyone', 'tons', 'time', 'math']","['’', 'big', 'believer', '“', 'work', 'fill', 'time', 'allot', '”', 'problem', 'covid', 'everyone', 'ton', 'time', 'math']"
2250,After tomorrow  I’m not getting tested for COVID no fckn more g  The shit hurts,niquechianti_,"Georgia, USA",,"['tomorrow', '’', 'getting', 'tested', 'covid', 'fckn', 'g', 'shit', 'hurts']","['tomorrow', '’', 'get', 'test', 'covid', 'fckn', 'g', 'shit', 'hurt']"
2251,    How about protecting lives from Covid 19  I’d like to see some… ,babel_jill,"West Seneca, NY",,"['protecting', 'lives', 'covid', '19', '’', 'like', 'see', 'some…']","['protect', 'life', 'covid', '19', '’', 'like', 'see', 'some…']"
2252,The spike continues and Humboldt County now has 44 active cases,ncj_of_humboldt,"Humboldt County, Calif.",,"['spike', 'continues', 'humboldt', 'county', '44', 'active', 'cases']","['spike', 'continue', 'humboldt', 'county', '44', 'active', 'case']"
2253, I WAS WORKING AND WAS TOLD TO GO TO THE HOUSE AND WAIT THEREOH BY THE WAY YOU ARE LAID OFF BECAUSE OF C… ,collins_wr,,,"['working', 'told', 'go', 'house', 'wait', 'thereoh', 'way', 'laid', 'c…']","['work', 'tell', 'go', 'house', 'wait', 'thereoh', 'way', 'lay', 'c…']"
2254, Well this story is very troubling I just don’t understand how Americans can be so gullible and easi… ,Laramiejoe,,,"['well', 'story', 'troubling', '’', 'understand', 'americans', 'gullible', 'easi…']","['well', 'story', 'trouble', '’', 'understand', 'american', 'gullible', 'easi…']"
2255, Congressman Covid gives us the facts of life,JonFort1,Oregon,,"['congressman', 'covid', 'gives', 'us', 'facts', 'life']","['congressman', 'covid', 'give', 'u', 'facts', 'life']"
2256,  The 2020 GOP platform on COVID19,Entropy_is_god,Hell,,"['2020', 'gop', 'platform', 'covid19']","['2020', 'gop', 'platform', 'covid19']"
2257,My phone  be more drier than a COVID19 infected throat amp that shit ain’t no joke,Ausheim,Parts Unknown,,"['phone', 'drier', 'covid19', 'infected', 'throat', 'amp', 'shit', '’', 'joke']","['phone', 'drier', 'covid19', 'infect', 'throat', 'amp', 'shit', '’', 'joke']"
2258,One of the weirder things I see people suspicious about regarding covid responses is If masks are so important wh… ,JoshuaJSlone,Indiana,,"['one', 'weirder', 'things', 'see', 'people', 'suspicious', 'regarding', 'covid', 'responses', 'masks', 'important', 'wh…']","['one', 'weirder', 'thing', 'see', 'people', 'suspicious', 'regard', 'covid', 'response', 'mask', 'important', 'wh…']"
2259,When I chose UT I chose it bc it was the 1 public university in Texas I didn’t know that the 1 would stand for… ,laurenpostt,,,"['chose', 'ut', 'chose', 'bc', '1', 'public', 'university', 'texas', '’', 'know', '1', 'would', 'stand', 'for…']","['chose', 'ut', 'choose', 'bc', '1', 'public', 'university', 'texas', '’', 'know', '1', 'would', 'stand', 'for…']"
2260,Exclusive Buddy first dog to test positive for COVID19 in the US has died ,Robert_Enninga,"Oregon, USA",,"['exclusive', 'buddy', 'first', 'dog', 'test', 'positive', 'covid19', 'us', 'died']","['exclusive', 'buddy', 'first', 'dog', 'test', 'positive', 'covid19', 'u', 'die']"
2261,Permitting overthecounter OTC use of hydroxychloroquine HCQ to protect against COVID19 under an emergency EO… ,Hashbrowns2u4e1,'Spud' on Parler,,"['permitting', 'overthecounter', 'otc', 'use', 'hydroxychloroquine', 'hcq', 'protect', 'covid19', 'emergency', 'eo…']","['permit', 'overthecounter', 'otc', 'use', 'hydroxychloroquine', 'hcq', 'protect', 'covid19', 'emergency', 'eo…']"
2262,Any scientific discoveries especially in the medical fields should be 100 detached from politics The more inter… ,twtmikexu,,,"['scientific', 'discoveries', 'especially', 'medical', 'fields', '100', 'detached', 'politics', 'inter…']","['scientific', 'discovery', 'especially', 'medical', 'field', '100', 'detach', 'politics', 'inter…']"
2263,Honestly I think the Marlins are smart If one gets Covid make sure everybody does and serves their quarantine tim… ,KeithAnthony629,"Minnesota, USA",,"['honestly', 'think', 'marlins', 'smart', 'one', 'gets', 'covid', 'make', 'sure', 'everybody', 'serves', 'quarantine', 'tim…']","['honestly', 'think', 'marlin', 'smart', 'one', 'get', 'covid', 'make', 'sure', 'everybody', 'serve', 'quarantine', 'tim…']"
2264,Hey  DO NOT TRUST  hes a NeverTrump guy ,RiseUpOhio,"Columbus, OH",,"['hey', 'trust', 'hes', 'nevertrump', 'guy']","['hey', 'trust', 'he', 'nevertrump', 'guy']"
2265, Anyone with a brain cell could see at the beginning that theyre calling the flu Covid 19 so Cummings… ,SandraWors3,,,"['anyone', 'brain', 'cell', 'could', 'see', 'beginning', 'theyre', 'calling', 'flu', 'covid', '19', 'cummings…']","['anyone', 'brain', 'cell', 'could', 'see', 'begin', 'theyre', 'call', 'flu', 'covid', '19', 'cummings…']"
2266, This collab gone give more to the world than the vaccine for COVID19,dpxz93,under these bitches skin,,"['collab', 'gone', 'give', 'world', 'vaccine', 'covid19']","['collab', 'go', 'give', 'world', 'vaccine', 'covid19']"
2267, Gohmert is claiming that he caught the Covid from his mask As in the mask he didnt wear ,4dalaffs,,,"['gohmert', 'claiming', 'caught', 'covid', 'mask', 'mask', 'didnt', 'wear']","['gohmert', 'claim', 'caught', 'covid', 'mask', 'mask', 'didnt', 'wear']"
2268, She is a pediatrician  I though you all said kids couldnt get covid,PuppersMcGee,Michigan USA,,"['pediatrician', 'though', 'said', 'kids', 'couldnt', 'get', 'covid']","['pediatrician', 'though', 'say', 'kid', 'couldnt', 'get', 'covid']"
2269,Covid19 News Delhi Doctor Dies Of Covid Colleagues Raised Over Rs 2 L  via ,deepti0502,Navi mumbai,,"['covid19', 'news', 'delhi', 'doctor', 'dies', 'covid', 'colleagues', 'raised', 'rs', '2', 'l', 'via']","['covid19', 'news', 'delhi', 'doctor', 'die', 'covid', 'colleague', 'raise', 'rs', '2', 'l', 'via']"
2270, Im sure the stats would show way more Republicans had covid than DemocratsWonder why,moruyapaul,,,"['im', 'sure', 'stats', 'would', 'show', 'way', 'republicans', 'covid', 'democratswonder']","['im', 'sure', 'stats', 'would', 'show', 'way', 'republican', 'covid', 'democratswonder']"
2271,   So many people are either blind dumb ignorant or too narcissistic to admit they… ,ScoggyDoogan,,,"['many', 'people', 'either', 'blind', 'dumb', 'ignorant', 'narcissistic', 'admit', 'they…']","['many', 'people', 'either', 'blind', 'dumb', 'ignorant', 'narcissistic', 'admit', 'they…']"
2272,UV light disinfection like hospitals of your bedroom at 522 Stewart Ave would be included in optional 250month… ,Student1Housing,,,"['uv', 'light', 'disinfection', 'like', 'hospitals', 'bedroom', '522', 'stewart', 'ave', 'would', 'included', 'optional', '250month…']","['uv', 'light', 'disinfection', 'like', 'hospital', 'bedroom', '522', 'stewart', 'ave', 'would', 'include', 'optional', '250month…']"
2273, Heres an article for you GOP COVID19 deniers GOP—Greed Over People ,1984writer,Florida East Coast,,"['heres', 'article', 'gop', 'covid19', 'deniers', 'gop—greed', 'people']","['here', 'article', 'gop', 'covid19', 'denier', 'gop—greed', 'people']"
2274, and then ,kvn1423,,,[],[]
2275,      Morag  have you read… ,M4rtyman,"Edinburgh, Scotland",,"['morag', 'read…']","['morag', 'read…']"
2276,   You’re the joke of the professional sports leagues in the US Can’t investigate cheati… ,El_roommate,"Seattle, WA",,"['’', 'joke', 'professional', 'sports', 'leagues', 'us', '’', 'investigate', 'cheati…']","['’', 'joke', 'professional', 'sport', 'league', 'u', '’', 'investigate', 'cheati…']"
2277,unpopular opinionyour cat isn’t your roommate and should be treated the same as dogs you don’t let your dogs ou… ,bea_tific,United Kingdom,,"['unpopular', 'opinionyour', 'cat', '’', 'roommate', 'treated', 'dogs', '’', 'let', 'dogs', 'ou…']","['unpopular', 'opinionyour', 'cat', '’', 'roommate', 'treat', 'dog', '’', 'let', 'dog', 'ou…']"
2278,Vitamin D Science  via Proper Masks4All with PhysicalDistancing and… ,Gina_Alcera,Philippines,,"['vitamin', 'science', 'via', 'proper', 'masks4all', 'physicaldistancing', 'and…']","['vitamin', 'science', 'via', 'proper', 'masks4all', 'physicaldistancing', 'and…']"
2279,  And there’s the leapThe masks say right on them they don’t prevent COVID There is no proof… ,daveaddison17,,,"['’', 'leapthe', 'masks', 'say', 'right', '’', 'prevent', 'covid', 'proof…']","['’', 'leapthe', 'mask', 'say', 'right', '’', 'prevent', 'covid', 'proof…']"
2280, covid,ManoJotaaa,Ig:Jota__33,,['covid'],['covid']
2281,   And what did he get for not wearing one Covid19,rosemar23238818,,,"['get', 'wearing', 'one', 'covid19']","['get', 'wear', 'one', 'covid19']"
2282,I BEAT COVID19 ,___Taylorrr,,,"['beat', 'covid19']","['beat', 'covid19']"
2283, Thank you for helping the poor Bacteria amp virus are of sizes 03 amp 01 micron HEPA filters are ca… ,RavindranShanm2,"B204, VME Realty Lakeside Proj",,"['thank', 'helping', 'poor', 'bacteria', 'amp', 'virus', 'sizes', '03', 'amp', '01', 'micron', 'hepa', 'filters', 'ca…']","['thank', 'help', 'poor', 'bacteria', 'amp', 'virus', 'size', '03', 'amp', '01', 'micron', 'hepa', 'filter', 'ca…']"
2284,    I took my COVID19 testJULY 15th Today is JULY 29thWhere… ,jenna_m_hunter,"Hayward, CA",,"['took', 'covid19', 'testjuly', '15th', 'today', 'july', '29thwhere…']","['take', 'covid19', 'testjuly', '15th', 'today', 'july', '29thwhere…']"
2285, I hope she’s okay  more than likely not COVID though ,rrachelhilkerr,"Waterloo, Ontario",,"['hope', '’', 'okay', 'likely', 'covid', 'though']","['hope', '’', 'okay', 'likely', 'covid', 'though']"
2286,question is hot foot still on the table in covid era MLBseems safe to me,thick_trinity,"Burgertown, TX",,"['question', 'hot', 'foot', 'still', 'table', 'covid', 'era', 'mlbseems', 'safe']","['question', 'hot', 'foot', 'still', 'table', 'covid', 'era', 'mlbseems', 'safe']"
2287,Shouldn’t every Covid test be considered a priority Or are only those that can afford it allowed to know their tes… ,kikistulen,West Coast ,,"['’', 'every', 'covid', 'test', 'considered', 'priority', 'afford', 'allowed', 'know', 'tes…']","['’', 'every', 'covid', 'test', 'consider', 'priority', 'afford', 'allow', 'know', 'tes…']"
2288,Of course this could all depend on COVID optouts Heard from one anonymous GM Theres a little more risk when… ,SSFFLInsider,,,"['course', 'could', 'depend', 'covid', 'optouts', 'heard', 'one', 'anonymous', 'gm', 'theres', 'little', 'risk', 'when…']","['course', 'could', 'depend', 'covid', 'optouts', 'hear', 'one', 'anonymous', 'gm', 'there', 'little', 'risk', 'when…']"
2289,Proud to vote for H4888 to make telehealth services more accessible expand nurse practitioner scope of practice… ,Barber4StateRep,"Somerville, MA",,"['proud', 'vote', 'h4888', 'make', 'telehealth', 'services', 'accessible', 'expand', 'nurse', 'practitioner', 'scope', 'practice…']","['proud', 'vote', 'h4888', 'make', 'telehealth', 'service', 'accessible', 'expand', 'nurse', 'practitioner', 'scope', 'practice…']"
2290,    Not a single child has died of Covid in the state of California    Let’s go people    … ,denisemoore1215,,,"['single', 'child', 'died', 'covid', 'state', 'california', 'let', '’', 'go', 'people', '…']","['single', 'child', 'die', 'covid', 'state', 'california', 'let', '’', 'go', 'people', '…']"
2291,  Show me the piece of paper that came from the Whitehouse that told the entire country of… ,Fuzzybe84302250,,,"['show', 'piece', 'paper', 'came', 'whitehouse', 'told', 'entire', 'country', 'of…']","['show', 'piece', 'paper', 'come', 'whitehouse', 'told', 'entire', 'country', 'of…']"
2292,heard symptoms of covid19 is loss of taste hope everyone that thinks taken is a bad song is doing okay xx,FLlCKERWALLS,she/her,,"['heard', 'symptoms', 'covid19', 'loss', 'taste', 'hope', 'everyone', 'thinks', 'taken', 'bad', 'song', 'okay', 'xx']","['heard', 'symptom', 'covid19', 'loss', 'taste', 'hope', 'everyone', 'think', 'take', 'bad', 'song', 'okay', 'xx']"
2293,  filed under a covid death,CFox131313,,,"['filed', 'covid', 'death']","['file', 'covid', 'death']"
2294,   Hydroxychloroquine doesn’t work for covid Why is that so difficult to understan… ,Gina73605417,United States,,"['hydroxychloroquine', '’', 'work', 'covid', 'difficult', 'understan…']","['hydroxychloroquine', '’', 'work', 'covid', 'difficult', 'understan…']"
2295,If in any way I contribute to Honey getting Covid Im killing myself and I havent decided if Im joking or not ,icedbilatte,,,"['way', 'contribute', 'honey', 'getting', 'covid', 'im', 'killing', 'havent', 'decided', 'im', 'joking']","['way', 'contribute', 'honey', 'get', 'covid', 'im', 'kill', 'havent', 'decide', 'im', 'joking']"
2296, Are they doing it now with COVID,v_sinayad,"Louisville, KY",,['covid'],['covid']
2297,COVID19 Imperial County Dashboard Update  ,ICPublicHealth,Imperial County California,,"['covid19', 'imperial', 'county', 'dashboard', 'update']","['covid19', 'imperial', 'county', 'dashboard', 'update']"
2298,      Kinda like how Trumpturds believe HCQ… ,HereToS77243814,,,"['kinda', 'like', 'trumpturds', 'believe', 'hcq…']","['kinda', 'like', 'trumpturds', 'believe', 'hcq…']"
2299,I’ll pay actual cash for this to be done with FGC Members after Covid dies down lmao,JeromeTelos,twitch.tv/jerometelos,,"['’', 'pay', 'actual', 'cash', 'done', 'fgc', 'members', 'covid', 'dies', 'lmao']","['’', 'pay', 'actual', 'cash', 'do', 'fgc', 'member', 'covid', 'dy', 'lmao']"
2300,Why is this Govt so secretive about a commission that is supposedly put in place to help Australians find work and… ,Bigly20,,,"['govt', 'secretive', 'commission', 'supposedly', 'put', 'place', 'help', 'australians', 'find', 'work', 'and…']","['govt', 'secretive', 'commission', 'supposedly', 'put', 'place', 'help', 'australian', 'find', 'work', 'and…']"
2301,Important read especially for dog lovers,Wendytheotherm,"New Rochelle, NY",,"['important', 'read', 'especially', 'dog', 'lovers']","['important', 'read', 'especially', 'dog', 'lover']"
2302, 153000 AMERICANS DEAD OF COVIDIN 5 MONTHSBC OF REPUBLICAN INCOMPETENCE amp CORRUPTION… ,CenterBeautiful,United States,,"['153000', 'americans', 'dead', 'covidin', '5', 'monthsbc', 'republican', 'incompetence', 'amp', 'corruption…']","['153000', 'american', 'dead', 'covidin', '5', 'monthsbc', 'republican', 'incompetence', 'amp', 'corruption…']"
2303,  Under Donald Trump the US has4403935 confirmed cases IN THE WORLD150159 DEATHS ac… ,mangrovegirl,Southwest ,,"['donald', 'trump', 'us', 'has4403935', 'confirmed', 'cases', 'world150159', 'deaths', 'ac…']","['donald', 'trump', 'u', 'has4403935', 'confirm', 'case', 'world150159', 'death', 'ac…']"
2304,GMAAX disclosure is so good Too good Better hope delinquency rate doesnt double from here Book from 2013 … ,abroninvestor,Sydney via Scunny London & NYC,,"['gmaax', 'disclosure', 'good', 'good', 'better', 'hope', 'delinquency', 'rate', 'doesnt', 'double', 'book', '2013', '…']","['gmaax', 'disclosure', 'good', 'good', 'good', 'hope', 'delinquency', 'rate', 'doesnt', 'double', 'book', '2013', '…']"
2305,My uni is forcing compulsory attendance to classes on campus despite increasing COVID casesI loooooove paying fo… ,roosterg,Australia,,"['uni', 'forcing', 'compulsory', 'attendance', 'classes', 'campus', 'despite', 'increasing', 'covid', 'casesi', 'loooooove', 'paying', 'fo…']","['uni', 'force', 'compulsory', 'attendance', 'class', 'campus', 'despite', 'increase', 'covid', 'casesi', 'loooooove', 'pay', 'fo…']"
2306,An Idaho prison inmate with COVID has died PressamputmmediumreferralamputmcampaignBreaking News,tsimmonsipt,"Boise, ID",,"['idaho', 'prison', 'inmate', 'covid', 'died', 'pressamputmmediumreferralamputmcampaignbreaking', 'news']","['idaho', 'prison', 'inmate', 'covid', 'die', 'pressamputmmediumreferralamputmcampaignbreaking', 'news']"
2307,Who Will Teach the Kids  Something thats been bugging me about all of this for a minute Hard to find any data o… ,Living_Daringly,"St Petersburg, FL",,"['teach', 'kids', 'something', 'thats', 'bugging', 'minute', 'hard', 'find', 'data', 'o…']","['teach', 'kid', 'something', 'thats', 'bug', 'minute', 'hard', 'find', 'data', 'o…']"
2308,US coronavirus deaths top 150000 highest toll worldwide SmartNews  ,gemluvr257,"Washington, USA",,"['us', 'coronavirus', 'deaths', 'top', '150000', 'highest', 'toll', 'worldwide', 'smartnews']","['u', 'coronavirus', 'death', 'top', '150000', 'high', 'toll', 'worldwide', 'smartnews']"
2309,  This doctor cares about America and covid 19 patients,PugDaddy88,,,"['doctor', 'cares', 'america', 'covid', '19', 'patients']","['doctor', 'care', 'america', 'covid', '19', 'patient']"
2310,    First you need to know Covid is a world health emergency The… ,thepickydog,,,"['first', 'need', 'know', 'covid', 'world', 'health', 'emergency', 'the…']","['first', 'need', 'know', 'covid', 'world', 'health', 'emergency', 'the…']"
2311,US Representative Who Tested Positive for COVID19 Says Mask May Be to Blame ,Luca42755,,,"['us', 'representative', 'tested', 'positive', 'covid19', 'says', 'mask', 'may', 'blame']","['u', 'representative', 'test', 'positive', 'covid19', 'say', 'mask', 'may', 'blame']"
2312,As Joe Bidens VP pick looms Susan Rice blamed Pres Donald Trump for the surging number of deaths related to COVI… ,Nightline,"New York, USA",,"['joe', 'bidens', 'vp', 'pick', 'looms', 'susan', 'rice', 'blamed', 'pres', 'donald', 'trump', 'surging', 'number', 'deaths', 'related', 'covi…']","['joe', 'bidens', 'vp', 'pick', 'loom', 'susan', 'rice', 'blame', 'pres', 'donald', 'trump', 'surge', 'number', 'death', 'relate', 'covi…']"
2313,I WILL NOT be booking cruises until 2021 or until Covid lightens up The reason for this is because ALOT of count… ,adb1xo,,,"['booking', 'cruises', '2021', 'covid', 'lightens', 'reason', 'alot', 'count…']","['book', 'cruise', '2021', 'covid', 'lighten', 'reason', 'alot', 'count…']"
2314,   We all want kids in school Doing it safely wCOVID will be nothing li… ,sophierich47,"San Francisco, CA",,"['want', 'kids', 'school', 'safely', 'wcovid', 'nothing', 'li…']","['want', 'kid', 'school', 'safely', 'wcovid', 'nothing', 'li…']"
2315,So Continuing the story from yesterday guess who came blazing into my store today without their mask on yes th… ,tsukasa487r2,"Scotland, United Kingdom",,"['continuing', 'story', 'yesterday', 'guess', 'came', 'blazing', 'store', 'today', 'without', 'mask', 'yes', 'th…']","['continue', 'story', 'yesterday', 'guess', 'come', 'blaze', 'store', 'today', 'without', 'mask', 'yes', 'th…']"
2316,Explosion in COVID19Vic cases in aged care entirely predictable Feds had time amp opportunity to do something but s… ,eatatjoe2,Australia,,"['explosion', 'covid19vic', 'cases', 'aged', 'care', 'entirely', 'predictable', 'feds', 'time', 'amp', 'opportunity', 'something', 's…']","['explosion', 'covid19vic', 'case', 'age', 'care', 'entirely', 'predictable', 'fed', 'time', 'amp', 'opportunity', 'something', 's…']"
2317, I miss your face and i don’t have COVID19 just in case you miss me too,zsatiera_white,"Los Angeles, CA",,"['miss', 'face', '’', 'covid19', 'case', 'miss']","['miss', 'face', '’', 'covid19', 'case', 'miss']"
2318, I look at her pic and see a hooker at the holiday inn express hotel bar that would give you a whol… ,ripbucksnort11,"Florida, USA",,"['look', 'pic', 'see', 'hooker', 'holiday', 'inn', 'express', 'hotel', 'bar', 'would', 'give', 'whol…']","['look', 'pic', 'see', 'hooker', 'holiday', 'inn', 'express', 'hotel', 'bar', 'would', 'give', 'whol…']"
2319,  Well here in NY our Covid cases following our protests remained low because people… ,ally_baba2,,,"['well', 'ny', 'covid', 'cases', 'following', 'protests', 'remained', 'low', 'people…']","['well', 'ny', 'covid', 'case', 'follow', 'protest', 'remain', 'low', 'people…']"
2320, We need to acknowledge the health risks of forcing people to wear masks for extended periods It is no… ,TyandRockyK,"Saint Louis, MO",,"['need', 'acknowledge', 'health', 'risks', 'forcing', 'people', 'wear', 'masks', 'extended', 'periods', 'no…']","['need', 'acknowledge', 'health', 'risk', 'force', 'people', 'wear', 'mask', 'extend', 'period', 'no…']"
2321,I cannot wrap my head around the fact that people really think covid is some sort of hoax It is being POLITICIZED… ,Jay_quellin0,"Beaverton, OR",,"['wrap', 'head', 'around', 'fact', 'people', 'really', 'think', 'covid', 'sort', 'hoax', 'politicized…']","['wrap', 'head', 'around', 'fact', 'people', 'really', 'think', 'covid', 'sort', 'hoax', 'politicized…']"
2322,   yall are covid free yall are lucky man,TatumsWRLD,Isle of The Lost,,"['yall', 'covid', 'free', 'yall', 'lucky', 'man']","['yall', 'covid', 'free', 'yall', 'lucky', 'man']"
2323, This video has it all Truck speeding up when he sees a   ignoring a truck doing 7… ,hnicoleyoung3,My truck or the local jail,,"['video', 'truck', 'speeding', 'sees', 'ignoring', 'truck', '7…']","['video', 'truck', 'speed', 'see', 'ignore', 'truck', '7…']"
2324,  The Note is available to view here ,law_lord,"Dublin, Ireland",,"['note', 'available', 'view']","['note', 'available', 'view']"
2325,Dr Jeanne Marrazzo director of UAB’s division of infectious diseases said during a press briefing with reporters… ,ALReporter,Alabama,,"['dr', 'jeanne', 'marrazzo', 'director', 'uab', '’', 'division', 'infectious', 'diseases', 'said', 'press', 'briefing', 'reporters…']","['dr', 'jeanne', 'marrazzo', 'director', 'uab', '’', 'division', 'infectious', 'disease', 'say', 'press', 'briefing', 'reporters…']"
2326,Tucker Big Tech censors COVID video featuring doctors   ,RAllriight,,,"['tucker', 'big', 'tech', 'censors', 'covid', 'video', 'featuring', 'doctors']","['tucker', 'big', 'tech', 'censor', 'covid', 'video', 'featuring', 'doctor']"
2327,  Thanks for the advise Congressman Covid,Tisairi,,,"['thanks', 'advise', 'congressman', 'covid']","['thanks', 'advise', 'congressman', 'covid']"
2328,   Theyve transitioned to arguing that the death rate is inflated b… ,Autarkh,"Los Angeles, CA",,"['theyve', 'transitioned', 'arguing', 'death', 'rate', 'inflated', 'b…']","['theyve', 'transition', 'argue', 'death', 'rate', 'inflate', 'b…']"
2329,Ppl really believe Covid is fake,Pharaoh__Black,"Los Angeles, CA",,"['ppl', 'really', 'believe', 'covid', 'fake']","['ppl', 'really', 'believe', 'covid', 'fake']"
2330, That woman has totally lost the plot Why not just organise a happy hour covid party ugh,jungledidi,,,"['woman', 'totally', 'lost', 'plot', 'organise', 'happy', 'hour', 'covid', 'party', 'ugh']","['woman', 'totally', 'lose', 'plot', 'organise', 'happy', 'hour', 'covid', 'party', 'ugh']"
2331,  They are not the same SARS SARSCOV was a 2002 coronavirus that was not anywhere ne… ,Harleen,"ParrotHead Cove, Second Life",,"['sars', 'sarscov', '2002', 'coronavirus', 'anywhere', 'ne…']","['sars', 'sarscov', '2002', 'coronavirus', 'anywhere', 'ne…']"
2332,250161 House passes legislation providing 10B in child care safety infrastructure grants 850M in dependent car… ,CraigCaplan,,,"['250161', 'house', 'passes', 'legislation', 'providing', '10b', 'child', 'care', 'safety', 'infrastructure', 'grants', '850m', 'dependent', 'car…']","['250161', 'house', 'pass', 'legislation', 'provide', '10b', 'child', 'care', 'safety', 'infrastructure', 'grant', '850m', 'dependent', 'car…']"
